"Gene","N_Patients","Pct_Patients","Silent","Missense","Truncating","Total","Pct_Silent","Pct_Trunc","Trunc_Mis_Ratio","Pattern","Pathway","Function","GAMBL_Patients","GAMBL_Missense","GAMBL_Truncating","GAMBL_Total","GAMBL_Pct_Pts","GAMBL_Pct_Trunc","Corrected_Class","Mechanism","Final_Class","In_GAMBL","Validation"
"EEF1A1",5,3.7,1,5,1,7,14.3,14.3,0.2,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"EPHA4",4,3,3,4,0,7,42.9,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ERBB4",4,3,2,4,1,7,28.6,14.3,0.25,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"EYS",4,3,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"GABRG2",6,4.4,0,6,1,7,0,14.3,0.167,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"GABRG3",3,2.2,2,4,1,7,28.6,14.3,0.25,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"GLRB",3,2.2,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"GPR158",5,3.7,3,4,0,7,42.9,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"GUCY1A3",3,2.2,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"HEATR1",6,4.4,4,3,0,7,57.1,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"HEMGN",3,2.2,2,4,1,7,28.6,14.3,0.25,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"HIST1H3B",7,5.2,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"HSPG2",6,4.4,2,4,1,7,28.6,14.3,0.25,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"HVCN1",6,4.4,0,4,3,7,0,42.9,0.75,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"INADL",6,4.4,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"KALRN",5,3.7,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"KCNT2",7,5.2,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"KCNU1",6,4.4,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"KDR",7,5.2,3,3,1,7,42.9,14.3,0.333,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"KIAA1549",6,4.4,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"LIFR",4,3,2,4,1,7,28.6,14.3,0.25,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"LRFN5",6,4.4,1,5,1,7,14.3,14.3,0.2,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"LRIG3",6,4.4,1,5,1,7,14.3,14.3,0.2,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"LRP1",3,2.2,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"MACF1",7,5.2,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"MAP2K1",7,5.2,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,16,16,0,16,1.7,0,NA,NA,"Putative Oncogene",TRUE,"✓ Yes"
"MCL1",5,3.7,3,4,0,7,42.9,0,0,"aSHM Passenger","Apoptosis","Anti-apoptotic BCL2 family",29,29,1,30,3,3.3,NA,NA,"aSHM Target",TRUE,"N/A (no silent)"
"MYOM2",5,3.7,4,1,2,7,57.1,28.6,2,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"NCAM2",5,3.7,3,3,1,7,42.9,14.3,0.333,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"NEGR1",3,2.2,3,3,1,7,42.9,14.3,0.333,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"NLRP8",7,5.2,0,6,1,7,0,14.3,0.167,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"OTOGL",5,3.7,1,5,1,7,14.3,14.3,0.2,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"OVCH1",4,3,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"PARD3",5,3.7,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"PCDH7",5,3.7,3,4,0,7,42.9,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PCDHB3",7,5.2,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PDE1C",4,3,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PDE4DIP",7,5.2,1,5,1,7,14.3,14.3,0.2,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"PLCB1",5,3.7,3,4,0,7,42.9,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PLCZ1",5,3.7,0,7,0,7,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"PLXNB2",5,3.7,3,4,0,7,42.9,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PTPRZ1",5,3.7,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"RYR1",7,5.2,0,6,1,7,0,14.3,0.167,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"SCN7A",7,5.2,3,4,0,7,42.9,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SEMA3C",5,3.7,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"SORCS1",5,3.7,0,6,1,7,0,14.3,0.167,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"SORCS3",6,4.4,1,4,2,7,14.3,28.6,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"SPHKAP",5,3.7,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"SPTA1",7,5.2,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"TCL1A",4,3,0,5,2,7,0,28.6,0.4,"Mixed",NA,NA,16,19,1,20,1.7,5,NA,NA,"Unclear",TRUE,"?"
"TDRD6",3,2.2,3,3,1,7,42.9,14.3,0.333,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"TENM4",7,5.2,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"TJP1",6,4.4,1,4,2,7,14.3,28.6,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"TLL1",5,3.7,3,4,0,7,42.9,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"TLN2",6,4.4,2,4,1,7,28.6,14.3,0.25,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"TMEM30A",7,5.2,0,0,7,7,0,100,7,"Strong LoF Selection",NA,NA,39,12,29,41,4,70.7,NA,NA,"Tumor Suppressor",TRUE,"✓ Yes"
"TRHDE",6,4.4,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"TYRP1",6,4.4,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"UNC13C",6,4.4,3,3,1,7,42.9,14.3,0.333,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"USP7",6,4.4,1,5,1,7,14.3,14.3,0.2,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"VMP1",7,5.2,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"VPS13C",4,3,1,5,1,7,14.3,14.3,0.2,"Neutral/Unclear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ZNF208",7,5.2,1,6,0,7,14.3,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"ZNF836",5,3.7,2,5,0,7,28.6,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ABCA4",6,4.4,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ACSS3",2,1.5,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ADCY2",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ADCY5",6,4.4,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"AGAP1",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"AMPH",6,4.4,2,2,2,6,33.3,33.3,1,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"APBA1",3,2.2,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ARPP21",2,1.5,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"ASXL2",5,3.7,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ATP10D",5,3.7,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ATP9B",5,3.7,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"BSN",6,4.4,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"C6",5,3.7,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CAMTA1",4,3,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CD274",5,3.7,0,2,4,6,0,66.7,2,"Strong LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"CD74",4,3,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CDC42BPA",5,3.7,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CDH2",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CHD8",6,4.4,0,5,1,6,0,16.7,0.2,"Mixed",NA,NA,50,49,5,54,5.2,9.3,NA,NA,"Unclear",TRUE,"?"
"CIITA",4,3,0,6,0,6,0,0,0,"Hotspot/GoF","Immune Evasion","MHC-II transactivator",13,10,4,14,1.3,28.6,NA,NA,"Putative Oncogene",TRUE,"⚠ Check"
"CMYA5",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CNTNAP2",4,3,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"COL14A1",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"COL27A1",6,4.4,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CTNND2",5,3.7,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CXCR5",4,3,1,3,2,6,16.7,33.3,0.667,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"DAAM2",6,4.4,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DCAF8L1",6,4.4,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"DEPDC5",6,4.4,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"DGKI",4,3,0,5,1,6,0,16.7,0.2,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"DNAH8",7,5.2,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"DPY19L2",5,3.7,0,5,1,6,0,16.7,0.2,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"DPYD",7,5.2,0,5,1,6,0,16.7,0.2,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"DSG1",6,4.4,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"DYSF",6,4.4,3,2,1,6,50,16.7,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"EGFR",6,4.4,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"EPG5",3,2.2,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"ETV6",6,4.4,1,3,2,6,16.7,33.3,0.667,"LoF Selection",NA,NA,34,32,8,40,3.5,20,NA,NA,"Tumor Suppressor",TRUE,"~ Partial"
"EVPL",6,4.4,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"F5",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FIGN",1,0.7,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"FN1",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FREM1",5,3.7,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"FRY",4,3,0,5,1,6,0,16.7,0.2,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"FSIP2",6,4.4,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"GABRA1",4,3,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"GLIS3",5,3.7,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"GPR125",6,4.4,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"GREB1",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"GRIA4",4,3,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"GRM1",5,3.7,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"HECW1",3,2.2,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"HERC1",6,4.4,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"HIST1H2AL",6,4.4,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"HIST1H2BJ",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"HIST1H2BO",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"IRS4",6,4.4,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"KCNA4",6,4.4,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"KCND2",4,3,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"KCNH7",4,3,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"KIAA1199",6,4.4,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"KIAA2022",6,4.4,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"KIF16B",3,2.2,3,2,1,6,50,16.7,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"KIF21A",2,1.5,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"KMT2A",6,4.4,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"LAMA4",5,3.7,4,1,1,6,66.7,16.7,1,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"LAMB4",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"LINGO2",6,4.4,3,2,1,6,50,16.7,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"LPHN1",6,4.4,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"LRP5",5,3.7,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"LRRC4C",5,3.7,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"LRRTM3",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"MAGEC2",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"MECOM",5,3.7,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,26,25,2,27,2.7,7.4,NA,NA,"aSHM Target",TRUE,"N/A (no silent)"
"MGAT4C",2,1.5,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"MMP16",3,2.2,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"MON1B",3,2.2,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"MYO6",4,3,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"NELL1",2,1.5,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"NHS",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"NLRC5",6,4.4,2,2,2,6,33.3,33.3,1,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"NOTCH4",4,3,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"NRXN3",5,3.7,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"OLFM4",5,3.7,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"OPCML",4,3,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"OR52J3",3,2.2,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"OR56A1",5,3.7,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"PAPPA",4,3,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"PAPPA2",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PARD3B",6,4.4,1,3,2,6,16.7,33.3,0.667,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"PAX5",3,2.2,0,3,3,6,0,50,1,"Strong LoF Selection",NA,NA,21,21,0,21,2.2,0,NA,NA,"Tumor Suppressor",TRUE,"~ Partial"
"PCDH11Y",4,3,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PCDHA1",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PCDHA10",5,3.7,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PCDHA3",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PCDHB5",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
